"Date","Service","CostUSD"
"2025-07-23","Amazon Elastic Container Service for Kubernetes","0.0011764497"
"2025-07-23","Amazon Elastic Load Balancing","0.0000016033"
"2025-07-23","Amazon Route 53","0"
"2025-07-23","Amazon Simple Storage Service","0"
"2025-07-23","Amazon Virtual Private Cloud","0"
"2025-07-23","AmazonCloudWatch","0.0000000026"
"2025-07-24","AWS Amplify","0.0000000004"
"2025-07-24","AWS Data Transfer","-0.0072245552"
"2025-07-24","AWS Key Management Service","-0.000000096"
"2025-07-24","EC2 - Other","0.0060445563"
"2025-07-24","Amazon Elastic Compute Cloud - Compute","0"
"2025-07-24","Amazon Elastic Container Service for Kubernetes","0.0011760375"
"2025-07-24","Amazon Elastic Load Balancing","0.000003958"
"2025-07-24","Amazon Route 53","0"
"2025-07-24","Amazon Simple Storage Service","0"
"2025-07-24","Amazon Virtual Private Cloud","0"
"2025-07-24","AmazonCloudWatch","-0.0000000031"
"2025-07-25","AWS Amplify","0.000000001"
"2025-07-25","AWS Data Transfer","-0.0065099288"
"2025-07-25","AWS Key Management Service","-0.000000096"
"2025-07-25","EC2 - Other","0.0053305644"
"2025-07-25","Amazon Elastic Compute Cloud - Compute","0"
"2025-07-25","Amazon Elastic Container Service for Kubernetes","0.0011766109"
"2025-07-25","Amazon Elastic Load Balancing","0.0000027482"
"2025-07-25","Amazon Route 53","0"
"2025-07-25","Amazon Simple Storage Service","0"
"2025-07-25","Amazon Virtual Private Cloud","0"
"2025-07-25","AmazonCloudWatch","-0.0000000092"
"2025-07-26","AWS Amplify","-0.0000000003"
"2025-07-26","AWS Data Transfer","-0.0079821028"
"2025-07-26","AWS Key Management Service","-0.000000096"
"2025-07-26","EC2 - Other","0.0068038628"
"2025-07-26","Amazon Elastic Compute Cloud - Compute","0"
"2025-07-26","Amazon Elastic Container Service for Kubernetes","0.0011762462"
"2025-07-26","Amazon Elastic Load Balancing","0.000001988"
"2025-07-26","Amazon Route 53","0"
"2025-07-26","Amazon Simple Storage Service","0"
"2025-07-26","Amazon Virtual Private Cloud","0"
"2025-07-26","AmazonCloudWatch","-0.000000013"
"2025-07-27","AWS Amplify","-0.0000000003"
"2025-07-27","AWS Data Transfer","-0.0068911977"
"2025-07-27","AWS Key Management Service","-0.000000096"
"2025-07-27","EC2 - Other","0.0057576609"
"2025-07-27","Amazon Elastic Compute Cloud - Compute","0"
"2025-07-27","Amazon Elastic Container Service for Kubernetes","0.0011306298"
"2025-07-27","Amazon Elastic Load Balancing","0.0000029009"
"2025-07-27","Amazon Route 53","0"
"2025-07-27","Amazon Simple Storage Service","0"
"2025-07-27","Amazon Virtual Private Cloud","0"
"2025-07-27","AmazonCloudWatch","-0.0000000082"
"2025-07-28","AWS Amplify","0.0000000005"
"2025-07-28","AWS Data Transfer","-0.0023358934"
"2025-07-28","AWS Key Management Service","-0.000000096"
"2025-07-28","EC2 - Other","0.0023019628"
"2025-07-28","Amazon Elastic Compute Cloud - Compute","0"
"2025-07-28","Amazon Elastic Container Service for Kubernetes","0.000031466"
"2025-07-28","Amazon Elastic Load Balancing","0.0000024598"
"2025-07-28","Amazon Route 53","0"
"2025-07-28","Amazon Simple Storage Service","0"
"2025-07-28","Amazon Virtual Private Cloud","0"
"2025-07-28","AmazonCloudWatch","0.0000000182"
"2025-07-29","AWS Amplify","0"
"2025-07-29","AWS Data Transfer","-0.0040110844"
"2025-07-29","AWS Key Management Service","-0.000000096"
"2025-07-29","EC2 - Other","0.0039773658"
"2025-07-29","Amazon Elastic Compute Cloud - Compute","0"
"2025-07-29","Amazon Elastic Container Service for Kubernetes","0.0000312916"
"2025-07-29","Amazon Elastic Load Balancing","0.0000024221"
"2025-07-29","Amazon Route 53","0"
"2025-07-29","Amazon Simple Storage Service","0"
"2025-07-29","Amazon Virtual Private Cloud","0"
"2025-07-29","AmazonCloudWatch","-0.0000000026"
"2025-07-30","AWS Amplify","-0.0000000003"
"2025-07-30","AWS Data Transfer","-0.0048118215"
"2025-07-30","AWS Key Management Service","-0.000000096"
"2025-07-30","EC2 - Other","0.0047775802"
"2025-07-30","Amazon Elastic Compute Cloud - Compute","0"
"2025-07-30","Amazon Elastic Container Service for Kubernetes","0.0000314266"
"2025-07-30","Amazon Elastic Load Balancing","0.0000028084"
"2025-07-30","Amazon Route 53","0"
"2025-07-30","Amazon Simple Storage Service","0"
"2025-07-30","Amazon Virtual Private Cloud","0"
"2025-07-30","AmazonCloudWatch","-0.0000000083"
"2025-07-31","AWS Amplify","-0.0000000001"
"2025-07-31","AWS Data Transfer","-0.0051054008"
"2025-07-31","AWS Key Management Service","-0.000000096"
"2025-07-31","EC2 - Other","0.0050708391"
"2025-07-31","Amazon Elastic Compute Cloud - Compute","0"
"2025-07-31","Amazon Elastic Container Service for Kubernetes","0.0000311256"
"2025-07-31","Amazon Elastic Load Balancing","0.0000034305"
"2025-07-31","Amazon Route 53","0"
"2025-07-31","Amazon Simple Storage Service","0"
"2025-07-31","Amazon Virtual Private Cloud","0"
"2025-07-31","AmazonCloudWatch","-0.0000000109"
"2025-08-01","AWS Amplify","0.0000000012"
"2025-08-01","AWS Data Transfer","-0.0000066358"
"2025-08-01","AWS Identity and Access Management Access Analyzer","0"
"2025-08-01","AWS Key Management Service","-0.000000096"
"2025-08-01","EC2 - Other","0.0000005246"
"2025-08-01","Amazon Elastic Compute Cloud - Compute","0"
"2025-08-01","Amazon Elastic Container Service for Kubernetes","0"
"2025-08-01","Amazon Elastic Load Balancing","0.0000061065"
"2025-08-01","Amazon Route 53","0"
"2025-08-01","Amazon Simple Storage Service","0"
"2025-08-01","Amazon Virtual Private Cloud","0"
"2025-08-01","AmazonCloudWatch","0"
"2025-08-01","Tax","0"
"2025-08-02","AWS Amplify","0.0000000002"
"2025-08-02","AWS Data Transfer","-0.0000032312"
"2025-08-02","AWS Key Management Service","-0.000000096"
"2025-08-02","EC2 - Other","0.0000005617"
"2025-08-02","Amazon Elastic Compute Cloud - Compute","0"
"2025-08-02","Amazon Elastic Container Service for Kubernetes","0"
"2025-08-02","Amazon Elastic Load Balancing","0.0000026638"
"2025-08-02","Amazon Route 53","0"
"2025-08-02","Amazon Simple Storage Service","0"
"2025-08-02","Amazon Virtual Private Cloud","0"
"2025-08-02","AmazonCloudWatch","0"
